,logic,logical,logics,syllogism,syllogisms,model,mathematics,mathematical,number,set,sets,probability,probabilities,proof,language,linguistic,sentences,sentence,proposition,propositions,verb,verbs,discourse,word,words,cognition,cognitive,consciousness,thought,thoughts,knowledge,know,mental,perception,neural,brain,mind,selfknowledge,objects,object,truth,abstract,abstraction,phenomenal,phenomenology,representation,representational,representations,experience,experiences,ethics,ethical,moral,morality,religion
The Analysis of Knowledge_9 Methodological Options.txt,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08713334868923185,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4842758832889412,0.05540066742993712,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Francis Herbert Bradley_5 Logic.txt,0.15656229167099173,0.06349679681032765,0.021265593437072055,0.0,0.0,0.0,0.0,0.026933918609037114,0.0,0.011316107723305241,0.0,0.0,0.0,0.0,0.021800699729211198,0.0,0.08529017491507394,0.0,0.013165130044388046,0.0126713343709834,0.0,0.0,0.020090343688694657,0.0,0.0,0.0,0.0,0.0,0.05832651889086874,0.0,0.024813229331263884,0.0,0.012278563896236815,0.0,0.0,0.0,0.0,0.0,0.010950751167592867,0.023353633014093832,0.11962840078142442,0.030628597933745658,0.0,0.0,0.02171559089553862,0.01569650366298228,0.0,0.0,0.013703875590935981,0.0,0.0,0.022202614564368596,0.0,0.0,0.0
Moores Moral Philosophy_2 Metaethical Innovations.txt,0.0,0.01021381060994068,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.012706103458757346,0.012229524883945566,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.018764285677842732,0.0,0.03592210536081716,0.012328356714536635,0.0,0.0,0.0,0.0,0.0,0.0,0.021137865986497435,0.0,0.0,0.02956067527101618,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1276047901286969,0.0,0.30326753368825526,0.021940669484452297,0.0
Rudolf Carnap_4 The Road to Syntax.txt,0.015544442909311125,0.044130398558007405,0.0,0.0,0.0,0.0,0.040375473039926495,0.018719126359968065,0.03058449306709421,0.01572943420898933,0.0,0.0,0.0,0.0,0.40909128708836656,0.043325761651023253,0.11855367833207574,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01775554414034536,0.0,0.0,0.0,0.0,0.0,0.0517357294339206,0.0,0.0,0.0,0.0,0.0,0.01576693662646633,0.0,0.0,0.0649232833440678,0.060466889905254596,0.0,0.0,0.0,0.0,0.0,0.0,0.024587962631996595,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Epistemology_1 The Varieties of Cognitive Success.txt,0.005043829232666704,0.0,0.0,0.0,0.0,0.0,0.0,0.006073944064462647,0.0,0.005103854833490715,0.0,0.0,0.012659330156418663,0.0,0.0,0.007029127528657942,0.0,0.0,0.017813433979300578,0.017145290436638986,0.0,0.0,0.0,0.007130893239987637,0.0,0.0,0.4091360936643312,0.0,0.0,0.0,0.0503613129170111,0.005761282864845153,0.016613841761439666,0.007346851358973116,0.0,0.0,0.0,0.0,0.05432976621295625,0.015799631240661707,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Consequentialism_5 Consequences of What Rights Relativity and Rules.txt,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.011500219102898624,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006514136056684203,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005954747114577741,0.0,0.007809729435221694,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1780471568977747,0.0,0.0
Logical Constructions_2 Logical Analysis and Logical Construction.txt,0.0,0.2671759523271997,0.0,0.0,0.0,0.023288844873394804,0.02291650670354539,0.0,0.0,0.0,0.0,0.0,0.0,0.0753908952125858,0.03439911344435701,0.0,0.05767651836281227,0.0,0.020773131483472946,0.07997590424765864,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06135523370237015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07159259455114957,0.0,0.034558168902276955,0.018424735934353464,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Logical Form_10 Further Questions.txt,0.0558081890609571,0.2640641032113826,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16319261006232708,0.0,0.1824151967590727,0.18970658324351652,0.0,0.06323552774783885,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05427257257542456,0.07642508270289061,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ernst Mach_3 Psychology and the Life Sciences.txt,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.013762852686553678,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01615777691462388,0.0,0.0,0.014046286809076563,0.0,0.0,0.0,0.0,0.0,0.0,0.18311824257760753,0.0,0.11366324444104225,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07002487225517508,0.017041964058910373,0.0,0.0,0.0,0.0,0.0
Behaviorism_5 Why be a Behaviorist.txt,0.0,0.0,0.0,0.0,0.0,0.01913701635079997,0.0,0.0,0.0,0.029344733191656553,0.0,0.0,0.0,0.0,0.014133298581711142,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.035641478425391206,0.0,0.03781282788881796,0.020499619049951297,0.0,0.0,0.1592027887688469,0.0,0.0,0.024034383188300337,0.014707348732511736,0.0,0.0,0.04542017537817407,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mental Representation in Medieval Philosophy_1 The Ancient Background and the Formation of the Concept.txt,0.05567576831025976,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0387951353680067,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.095392954982161,0.15670288352922215,0.0,0.0,0.04839738445779652,0.0,0.0,0.0,0.030565018559790585,0.0,0.0,0.0,0.028236338725650432,0.0,0.02725969547494945,0.08720126790231784,0.0,0.0,0.06351876146059765,0.0,0.0,0.23443975851113064,0.0,0.3963018638996471,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Otto Neurath_2 From economic theory to scientific epistemology.txt,0.0,0.04601186562830036,0.0,0.0,0.0,0.038502741880565884,0.0,0.0,0.0,0.03936011294972831,0.0,0.0,0.0,0.0,0.2938335641314183,0.04065563125697262,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03332256965964882,0.0,0.0,0.03118393937359118,0.025359187403954278,0.0,0.010788288837983892,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01331669315591233,0.0,0.0,0.0,0.0,0.0,0.0,0.011916334315142054,0.0,0.0,0.0,0.0,0.0,0.0
Medieval Theories of the Syllogism_6 Richard of Campsall.txt,0.057829951114807245,0.0,0.0,0.03338091039104566,0.10269741323302456,0.0,0.0,0.0,0.014222926396109118,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2677833598549749,0.0982895397586435,0.034039944940309826,0.0,0.0,0.0,0.0,0.0,0.016513976339382345,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Logical Pluralism_3 Further kinds of Logical Pluralism.txt,0.225658222785091,0.37370649419257695,0.21455544494040965,0.0,0.0,0.044673956810634886,0.058612956047718136,0.04076175142902379,0.0,0.034251560410274426,0.06201871643293295,0.0,0.0,0.0,0.12097486789352703,0.01572397034750606,0.02458628969587466,0.06392259383684928,0.06641362590539923,0.025569037534739714,0.0,0.0,0.0,0.0,0.01288783573225569,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0109724508888545,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
The Correspondence Theory of Truth_1 History of the Correspondence Theory.txt,0.024474282572971028,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.024077206563213834,0.012382773052393109,0.0,0.0,0.0,0.0,0.0,0.0,0.039998440607070015,0.0693287222176806,0.0,0.0,0.05148299394651869,0.027921951754823583,0.0,0.0,0.027955598477406626,0.0,0.0,0.0,0.0425496153519467,0.03460138876685852,0.0,0.0,0.01343595111093544,0.0,0.0,0.0,0.02482459259283706,0.0,0.011982977696674373,0.07666489520071496,0.24990891381698432,0.0,0.0,0.0,0.0,0.017176068603029847,0.01935652338459409,0.0,0.0,0.0,0.02411289381620874,0.0,0.0,0.0,0.0
Externalism About Mental Content_9 Active Externalism.txt,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06749162207849761,0.0,0.0,0.028506561901402085,0.0,0.0,0.0,0.0,0.0,0.0,0.13630744800141797,0.3273670700913905,0.0,0.021049146693447828,0.0,0.0,0.0,0.15952123856958017,0.07054231316263826,0.0,0.12041229315462243,0.1228063959614147,0.0,0.023711749521145555,0.025283904636501382,0.0,0.0,0.0,0.0,0.0,0.0,0.038302419124344296,0.07660483824868859,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Modal Logic_2 Modal Logics.txt,0.12509532595727452,0.0,0.08650212210940864,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.011084846959639006,0.0,0.0,0.012885806787986686,0.0,0.0,0.0,0.025948615807921602,0.0,0.0,0.012989942303109712,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.011535078590421681,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Wittgensteins Aesthetics_1 The Critique of Traditional Aesthetics.txt,0.0,0.0,0.0,0.0,0.0,0.012628771252639025,0.0,0.0,0.018826744280848438,0.019364979166758306,0.0,0.0,0.0,0.0,0.11192101729664862,0.01333491180624465,0.0,0.0,0.0,0.0,0.0,0.021833074535872694,0.017190057593007416,0.13527970870822517,0.08743753597335223,0.0,0.011760142487449955,0.0,0.0,0.0,0.0,0.010929691996669029,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.011725554042570186,0.0,0.018854649294848175,0.0,0.0,0.0,0.0
William of Ockham_7 Ethics.txt,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01686912009757973,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02101263780971311,0.0,0.23651772927437353,0.0,0.21413779920313764,0.034857786764823484,0.0
Epistemology_5 Sources of Knowledge and Justification.txt,0.016997291964930678,0.0,0.0,0.0,0.0,0.0,0.022074567338490454,0.0,0.00836076212723915,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.060029815498750944,0.028889113204672197,0.0,0.0,0.0,0.012015263481346893,0.0,0.0,0.020890229867312267,0.0,0.022162904049675455,0.0,0.32056995452191483,0.12619783814817662,0.01866242928087441,0.07427486447953596,0.0,0.0,0.06034203308452267,0.0,0.049932782277646526,0.0,0.049588784940402815,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09372954774104882,0.13940040046247934,0.0,0.0,0.0,0.0,0.0
Formalism in the Philosophy of Mathematics_2 Game and Term Formalism.txt,0.0,0.0,0.0,0.0,0.0,0.0194391730372184,0.19128382778989117,0.15963154291858553,0.014489784179375204,0.08942418229471372,0.040479710541297925,0.0,0.0,0.06292869678317474,0.04306935287303627,0.0,0.016047508678283615,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.012803286414195267,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.029879129712721293,0.0,0.10095982865508246,0.030758213379841515,0.014323470766756479,0.12101940844103093,0.0,0.0,0.0,0.020673289191968855,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Externalism About Mental Content_6 Externalism and Selfknowledge.txt,0.0,0.019042303919838587,0.0,0.0,0.0,0.0,0.0,0.0,0.00989792577080853,0.0,0.0,0.0,0.0,0.0,0.0,0.028042653631356333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06122119134896552,0.1991405304244542,0.12278205807617244,0.10343068415901316,0.011046800334340788,0.01465510528161371,0.0,0.0,0.010205169529503209,0.3673456335767263,0.0,0.021010838333237934,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.015705620899138163,0.0,0.0
Qualia_8 Qualia as Intrinsic Nonrepresentational Properties of Experiences.txt,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.011815580379227041,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12494661704896633,0.0,0.0,0.13422060054498072,0.0,0.10398149774456174,0.23498422339811556,0.0,0.0,0.0,0.0,0.0
Descriptions_2 Russells Theory of Descriptions.txt,0.0,0.1603952676314672,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2880743522192932,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08241430487349383,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
The Philosophy of Neuroscience_2 Eliminative Materialism and Philosophy Neuralized.txt,0.0,0.005701345207251597,0.0,0.0,0.0,0.0,0.007824351826466763,0.021765446123141432,0.01185392101558468,0.00609640546678873,0.0,0.0,0.0,0.0,0.0058724213421575315,0.008396087445762458,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008517643614407967,0.0,0.022609211191626077,0.08145018485860482,0.009660030128266278,0.0,0.0,0.026735607444291064,0.0,0.006614916178923486,0.017551198554718612,0.2076361564799158,0.049931735314502575,0.0,0.0,0.0,0.012581465240321575,0.0,0.0,0.01374680280428947,0.0,0.0,0.025368859968538136,0.0,0.06670852331412166,0.014765568534968467,0.04491873390452953,0.0,0.0,0.009404656791232528,0.0,0.0
Kurt Gdel_2 Gdels Mathematical Work.txt,0.0741355941991382,0.009052457679286946,0.004547612500573561,0.0,0.0,0.10415761247560376,0.015529145140793484,0.005759774601086908,0.10822286810427763,0.12583642214435747,0.046008145619139566,0.0,0.0,0.2656570689336891,0.02097919849094875,0.0,0.020844759897794475,0.029807186256261876,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008315354007807868,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0024257008412603767,0.0,0.0,0.0,0.01860533712875679,0.013099751507120038,0.0,0.0,0.0,0.0033566717281746867,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Reference_6 Negative Views of Reference.txt,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05820880791872208,0.0,0.027102723619327716,0.0,0.0,0.0,0.17301953276424376,0.027486052407280193,0.021488848940387623,0.0,0.0,0.0,0.0,0.0,0.0,0.055767975330059824,0.20275550543024548,0.0,0.0,0.0,0.0,0.0,0.021880915131640866,0.0,0.0,0.0,0.0,0.0,0.020005226909015406,0.0,0.057939848230213024,0.020593807245920668,0.07672091806385206,0.0,0.0,0.0,0.0,0.0,0.031197421752669596,0.0,0.0,0.0,0.038863390037300216,0.0,0.0,0.0,0.0
Wittgensteins Logical Atomism_2 Linguistic Atomism.txt,0.011215471822459529,0.010613508729535955,0.0,0.0,0.0,0.029604623465438528,0.0,0.0,0.0,0.011348944904836657,0.015412005776565539,0.0,0.0,0.0,0.010931980596303462,0.015629986285728623,0.036659001728315606,0.06354052080596945,0.277269987440321,0.10166483328955112,0.0,0.0,0.0,0.015856272786571816,0.0,0.0,0.0,0.0,0.009749295216589442,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02275200655209262,0.0,0.032947584462713266,0.0,0.010906867230312972,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Moritz Schlick_8 The Protocol Sentence Controversy.txt,0.023644482986346853,0.08950169214581422,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16132778300875866,0.13180468932913808,0.12880765017925844,0.053582507697331756,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04436590370722565,0.0,0.0,0.0,0.0,0.02623155171965762,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02299388208929805,0.0,0.0,0.0406190085181184,0.0,0.0,0.0,0.0,0.0,0.07051498457573638,0.0,0.0,0.0,0.0,0.0
Set Theory_5 Set theory as the foundation of mathematics.txt,0.02871027265061723,0.0,0.0,0.0,0.0,0.15156862321378597,0.13050219816428826,0.19015616937276325,0.028244471029296635,0.275993504588091,0.03945289997091257,0.0,0.0,0.040888295993018985,0.041976853292423594,0.0,0.0,0.04879685060725895,0.0,0.016265616869086317,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.059955997685351176,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Modal Logic_13 Bisimulation.txt,0.14499590204485546,0.0,0.0919079006408075,0.0,0.0,0.06378909943960206,0.0,0.0,0.0,0.04890715640510289,0.0,0.0,0.0,0.0,0.09422057985550834,0.0,0.052659448263411734,0.027382159444574103,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.023501033179537025,0.0,0.05514044615979536,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Qualia_9 Relational Theories of Qualia.txt,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02202306232260198,0.02873140073464183,0.0,0.0,0.0,0.0,0.019674452878422483,0.05220175427541759,0.0,0.0,0.0,0.0,0.08773421698614439,0.11226148827142096,0.0,0.0,0.0,0.4001815591769611,0.034795793173525595,0.0,0.02834403043565147,0.0,0.1976246010198639,0.3206395327138563,0.0,0.0,0.0,0.0,0.0
Ancient Logic_5 The Stoics.txt,0.13464761007889614,0.03878022157884633,0.0,0.027033741210699014,0.04158507452053399,0.0,0.0,0.0,0.005759263407542873,0.0,0.0,0.0,0.0,0.0,0.005706267370112641,0.016317058002777583,0.012756826239637026,0.02653346828498172,0.0,0.02653346828498172,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0050889301061173686,0.0,0.006494787903087004,0.006686974044276274,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.022772634853571082,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Second order and Higher order Logic_9 Axioms of SecondOrder Logic.txt,0.3323304975014246,0.0,0.0,0.0,0.0,0.148963144274728,0.0,0.015102009444290413,0.012337309291737679,0.15228022467042537,0.06031620139470544,0.0,0.0,0.03572037540053416,0.0,0.0,0.006831815970304068,0.028419572230851738,0.007381767248637554,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005450671400180965,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.030489254842072044,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Logical Constructions_8 Propositions and Propositional Functions.txt,0.06917896815506998,0.026186382313182422,0.0,0.0,0.0,0.0,0.0,0.016661515036621537,0.040833956242846796,0.0,0.0,0.0,0.0,0.0,0.013486069057372449,0.01928169123227277,0.06029841522033335,0.0,0.11401661285486732,0.31354312934674283,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.028067661559796828,0.0,0.06774213135846117,0.01444672471437219,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Epistemological Problems of Perception_1 The Problem of the External World.txt,0.015223411153202013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08444542797688163,0.08694423797439355,0.016714770484997428,0.26609339950228883,0.0,0.05046760824324605,0.030882619633464108,0.0,0.05962889274395714,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07462017128164503,0.022700403372702148,0.0,0.0,0.0,0.0,0.0
Knowledge by Acquaintance vs  Description_5 Acquaintance and Inferential Knowledge.txt,0.0,0.045320212006085284,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19314728564458733,0.0,0.0,0.0,0.0,0.0,0.0,0.056378889771237,0.14470463744704912,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01387665905734408,0.0,0.3010733579605546,0.03646851381440098,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15524289148740983,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Moritz Schlick_4 Special Relativity.txt,0.0,0.01868414045294233,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04510456620062881,0.0,0.0,0.0,0.017162769239265543,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.020615649036212314,0.019200572065829133,0.0,0.0,0.0,0.0,0.0,0.2810745876208094,0.03123050973564549,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Alfred Tarski_4 Logical constants.txt,0.017525609457403547,0.31511433725756405,0.0,0.0,0.0,0.007710168554088528,0.0,0.03517485314876073,0.0,0.08867089111554621,0.05619420473483959,0.0,0.0,0.0,0.056942060503437905,0.0,0.006364931087648253,0.0,0.0,0.0,0.0,0.0,0.02098988711492895,0.0,0.0,0.0,0.0,0.0,0.005078173650222452,0.0,0.0,0.006672839807830141,0.0,0.0,0.0,0.0,0.011850973593037196,0.0,0.057205350588600413,0.03659893491258314,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Self Knowledge_2 Doubts about the distinctiveness of selfknowledge.txt,0.0,0.0,0.0,0.0,0.0,0.018975997684527787,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.020327135458047325,0.0,0.0,0.01767079568924281,0.0,0.0499928948386748,0.0,0.07975479174105139,0.11496072271056217,0.1262906064631844,0.0,0.0,0.0,0.0,0.34996787487405895,0.0,0.030025340314559123,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01761882307553245,0.0,0.0,0.0,0.0,0.0,0.0
Wittgensteins Logical Atomism_3 Metaphysical Atomism.txt,0.011456415864015808,0.010841520687380314,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.011166834343768056,0.0,0.012482184599023463,0.2206789498574098,0.21579171772782638,0.05192445878997878,0.0,0.0,0.0,0.016196916007801685,0.026172040870225066,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1009662104175799,0.02392456704902053,0.0668470887763345,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Moral Non Naturalism_7 Methodology.txt,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.031605864848190134,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3412988508960123,0.19048224533469066,0.0
Willard Van Orman Quine_2 Quines Naturalism and its Implications.txt,0.011773926534550458,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03574213702359549,0.04853825856883733,0.0,0.0,0.0,0.02295263872185125,0.0,0.0,0.013340881877807577,0.0,0.0,0.0,0.0,0.0,0.08322904014034935,0.013448695042275954,0.0,0.014470542263736981,0.0,0.020469488481777605,0.0,0.24818131558402604,0.040346085126827864,0.0,0.0,0.0,0.0,0.023884902739580296,0.0,0.0461175353827497,0.024587628290524993,0.011449955519003683,0.03224699902582165,0.0,0.0,0.0,0.0,0.0,0.0,0.01442798210309235,0.0,0.0,0.0,0.0,0.0,0.0
The Analysis of Knowledge_10 VirtueTheoretic Approaches.txt,0.0,0.0,0.0,0.0,0.0,0.04883896000325877,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.022739865862134855,0.0,0.0,0.0,0.24632008173685888,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.019319226570925316,0.08996568611047837,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Second order and Higher order Logic_12 Higher Order Logic visvis Type Theory.txt,0.38190472308637174,0.0,0.09077858627899078,0.0,0.0,0.06300529363376568,0.0,0.0,0.01565452578947191,0.16102070610635744,0.13120085118750838,0.0,0.0,0.0,0.0,0.0,0.0,0.0180304682282536,0.0,0.0360609364565072,0.0,0.0,0.0,0.0,0.018176179872681563,0.0,0.0,0.0,0.013832461193335569,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06232876987444557,0.04984600584439879,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
